Eatery ID,Name,Address,Latitude,Longitude,Category,Price Range,Postal Code,Hygiene Rating,Outdoor Seating,Family Friendly,Self Service
8043,Banana Mama,"26 Canberra Drive, #09-13 Yishun Emerald",1.4391783,103.8308031,"bakery, store, food, point_of_interest, establishment",1,768428,A,No,Yes,No
8044,North zone,,1.430368,103.8353628,"bakery, store, food, point_of_interest, establishment",1,Unknown,B,No,Yes,No
8045,Tai Chong Kok 大中国,"930 Yishun Avenue 2, B1-47 Northpoint City North Wing, Singapore",1.42959,103.8357694,"bakery, store, food, point_of_interest, establishment",2,769098,A,No,No,No
8046,Anas Bakery,"11 Canberra Link, #02-03 Canberra Station (NS12)",1.4435047,103.8294255,"bakery, food, point_of_interest, store, establishment",3,756972,A,No,Yes,No
8047,KIN Bakers SG,11 Canberra Link,1.4435047,103.8294255,"bakery, food, point_of_interest, store, establishment",3,756972,B,Yes,No,No
8048,BreadTalk,"133 Canberra View, #01-05, Canberra Plaza, Singapore",1.4429108,103.8306324,"bakery, food, point_of_interest, store, establishment",2,750133,B,No,Yes,No
8049,Swee Heng 1989 Classic,"133 Canberra View, B1-11 Canberra Plaza",1.4432772,103.8305002,"bakery, food, point_of_interest, store, establishment",2,753504,B,Yes,No,Yes
8050,Hong Kong Egglet,"133 Canberra View, #01-24A, Singapore",1.443306,103.8305883,"bakery, food, point_of_interest, store, establishment",1,753120,C,No,Yes,No
8051,Hong Kao Liao Li,"291 Yishun Street 22, #01-355",1.4357489,103.8367998,"bakery, store, food, point_of_interest, establishment",4,Unknown,B,No,No,Yes
8052,Bakeinc,"293 Yishun Street 22, #01-253 East Courtyard",1.4363564,103.8374242,"bakery, store, food, point_of_interest, establishment",1,752106,B,No,No,Yes
8053,Go Shen Bakery,"Blk 236 Yishun Ring Road, #01-1016",1.4337945,103.8390049,"bakery, store, food, point_of_interest, establishment",2,760236,C,Yes,Yes,Yes
8054,Mission Cake Shop,"261 Yishun Street 22, Block 261",1.4350895,103.8388429,"bakery, food, point_of_interest, store, establishment",2,760261,A,No,Yes,No
8055,Diane Estyque,250 Yishun Avenue 9,1.4355538,103.8416585,"bakery, food, point_of_interest, store, establishment",4,760250,C,No,Yes,No
8056,Savor Pte. Ltd.,"2 Yishun Industrial Street 1, #08-27 Northpoint Bizhub",1.4362392,103.8434788,"bakery, food, point_of_interest, store, establishment",1,760248,C,Yes,No,No
8057,Diana kitchen,"18, Jalan Limbungan, Kampung Pasir Putih, Pasir Gudang",1.4399312,103.9291158,"bakery, food, point_of_interest, store, establishment",3,81700,C,Yes,No,Yes
8058,Raja waffle tiptop kg.pasir putih,"1a, Jalan Pengkalan 5, Taman Pasir Emas, Pasir Gudang",1.4406856,103.9322016,"bakery, food, point_of_interest, store, establishment",2,81700,B,No,No,No
8059,NAJWARIEL ENTERPRISE,"psp, 13, Jalan Kg Pasir Putih, Pasir Gudang",1.441355,103.9329807,"bakery, food, point_of_interest, store, establishment",4,81700,B,No,No,Yes
8060,Velnal de Bakery,"31, Jalan Medan Nusa Perintis 7, Taman Nusa Perintis 2, Gelang Patah",1.450341,103.595553,"bakery, store, food, point_of_interest, establishment",1,81550,C,Yes,Yes,No
8061,Hana Cake Shop,"39, Jalan Medan Nusa Perintis 7, Taman Nusa Perintis 2, Gelang Patah",1.4503412,103.5950692,"bakery, store, food, point_of_interest, establishment",2,81550,B,Yes,No,Yes
8062,Gelang Patah breakfast,"49, Jalan Medan Nusa Perintis 7, Taman Nusa Perintis 2, Gelang Patah",1.4503759,103.5947025,"bakery, store, food, point_of_interest, establishment",4,81550,A,No,No,No
8063,Yosepf,Gelang Patah,1.4515013,103.5970167,"bakery, store, food, point_of_interest, establishment",2,81550,C,Yes,No,Yes
8064,Bahulu Nusantara,"8A (Level 1, Arked Mara, Gelang Patah",1.4469404,103.5901834,"bakery, store, food, point_of_interest, establishment",2,81550,A,Yes,No,No
8065,wakjo pastry cake ncafe,"81150, Jalan Arked Mara, Gelang Patah",1.4469569,103.5900682,"bakery, store, food, point_of_interest, establishment",4,81550,C,Yes,Yes,No
8066,ERIN KEK MARBLE KUKUS,"405, Jalan Terung, Gelang Patah",1.4490995,103.5888314,"bakery, store, food, point_of_interest, establishment",1,81550,C,No,No,No
8067,KIOS BAHULU PANAS BY AQIL AQILAH,"2, Jalan Suria, Taman Nusa Perintis, Gelang Patah",1.454935,103.6001297,"bakery, store, food, point_of_interest, establishment",3,81550,A,Yes,Yes,Yes
8068,XL Waffle,"Kampung Baru, 239C, Jalan Meranti, Kampung Baru, Gelang Patah",1.44962,103.5881764,"bakery, store, food, point_of_interest, establishment",1,81550,B,Yes,Yes,Yes
8069,Yammybakery,"47, Jalan Nusa Perintis 2/5, Taman Nusa Perintis 2, Gelang Patah",1.4542423,103.5936931,"bakery, store, food, point_of_interest, establishment",2,81550,C,No,Yes,Yes
8070,My Food Channel,"No 6 , Jln Cekor Manis 2, Johor Bahru",1.4469727,103.5835493,"bakery, food, point_of_interest, store, establishment",2,81550,B,Yes,Yes,Yes
8071,"TIP, The Ice-Cream Project","31, Jalan Dhoby, Bandar Johor Bahru, Johor Bahru",1.4570887,103.7636712,"bakery, store, food, point_of_interest, establishment",2,80000,B,Yes,No,No
8072,Tapu Tart Tan Hiok Nee,"15, Jalan Tan Hiok Nee, Bandar Johor Bahru, Johor Bahru",1.456655,103.7642905,"bakery, store, food, point_of_interest, establishment",2,80000,C,Yes,Yes,Yes
8073,KUEH BAKOR,"145, Jalan Trus, Bandar Johor Bahru, Johor Bahru",1.4566062,103.7646528,"bakery, store, food, point_of_interest, establishment",4,80000,B,Yes,Yes,Yes
8074,Hiap Joo Bakery & Biscuit Factory,"13, Jalan Tan Hiok Nee, Johor Bahru",1.4566896,103.7643728,"bakery, store, food, point_of_interest, establishment",1,80000,B,Yes,Yes,No
8075,小福饼家 Xiao Fu Snack Store,"67, Jalan Tan Hiok Nee, Bandar Johor Bahru, Johor Bahru",1.4567909,103.764218,"bakery, food, point_of_interest, store, establishment",1,80000,B,Yes,Yes,No
8076,鲍小贝 Bei's Pastry,"26, Jalan Dhoby, Johor Bahru",1.4570285,103.7635508,"bakery, food, point_of_interest, store, establishment",4,80000,C,No,Yes,No
8077,Palates & Bagels by T.A.M Jalan Dhoby,"Ibrahim International Business District, 10, Jalan Dhoby, Bandar Johor Bahru, Johor Bahru",1.4570681,103.7640384,"bakery, cafe, food, point_of_interest, store, establishment",1,80000,B,No,Yes,Yes
8078,The Stories of Hope,"190 Woodlands Industrial Park E5, #06-11 Woodlands Bizhub, Singapore",1.452132,103.7921948,"bakery, store, food, point_of_interest, establishment",4,757516,B,No,Yes,No
8079,eCreative Group,"15 Woodlands Loop, #04-33/34",1.4484699,103.809484,"bakery, food, point_of_interest, store, establishment",4,Unknown,A,Yes,Yes,Yes
8080,Bengawan Solo Pte Ltd (Head Office),23 Woodlands Link,1.451924,103.8100571,"bakery, food, point_of_interest, store, establishment",3,738730,B,Yes,No,No
8081,Eks Business Pte Ltd,,1.449223,103.806308,"bakery, store, food, point_of_interest, establishment",1,738738,B,Yes,Yes,No
8082,Bakeinc (Central Kitchen),"18 Woodlands Terrace, Singapore",1.4506258,103.806428,"bakery, store, food, point_of_interest, establishment",4,738443,A,Yes,No,Yes
8083,"Delish ""Hotel Pillow"" Doughnuts",15 Woodlands Loop,1.4487968,103.8090378,"bakery, store, food, point_of_interest, establishment",3,738322,A,Yes,No,Yes
8084,J & C Bakery,"15, #03-03 Woodlands Loop",1.4487968,103.8090378,"bakery, store, food, point_of_interest, establishment",2,738322,A,Yes,Yes,No
8085,Thomson Cake & Confectionery,"15 Woodlands Loop, #03-08, Singapore",1.4487968,103.8090379,"bakery, store, food, point_of_interest, establishment",4,738322,A,No,Yes,Yes
8086,Bread Of Life Bakery Pte. Ltd.,"15 Woodlands Loop, Singapore",1.4484699,103.8094839,"bakery, store, food, point_of_interest, establishment",3,Unknown,A,No,Yes,No
8087,Heng Lee Bean Cake Making,"Woodlands East Industrial Estate #01-40, 15 Woodlands Loop (S)738322",1.4486968,103.8098511,"bakery, store, food, point_of_interest, establishment",4,Unknown,B,Yes,No,No
8088,Kim Lee Pastry House,"Woodlands East Industrial Estate #03-11, 15 Woodlands Loop (S)738322",1.4486968,103.8098511,"bakery, store, food, point_of_interest, establishment",1,Unknown,C,No,No,No
8089,Bengawan Solo,"30 Sembawang Drive, B1-15/16 Sun Plaza, Singapore",1.4482678,103.8196887,"bakery, point_of_interest, food, store, establishment",2,757713,A,Yes,No,Yes
8090,BreadTalk,"30 Sembawang Drive, #01 - 02 Sun Plaza",1.4482005,103.8192006,"bakery, point_of_interest, food, store, establishment",2,757713,A,No,Yes,No
8091,Dunkin' Donuts,"30 Sembawang Drive, #01-27A Sun Plaza",1.4482,103.8196608,"bakery, point_of_interest, food, store, establishment",1,757713,C,No,Yes,No
8092,Swee Heng Bakery,"511 Canberra Road, #01-07 Sembawang Mart",1.4538337,103.8195883,"bakery, point_of_interest, food, store, establishment",1,750511,B,No,Yes,No
8093,school,21 Admiralty Drive,1.4505141,103.8156974,"bakery, point_of_interest, food, store, establishment",3,757714,B,Yes,Yes,Yes
8094,Buddhi Sarkar,Singapore,1.4483647,103.8191922,"bakery, point_of_interest, food, store, establishment",3,757713,B,No,No,No
8095,Châteraisé,"30 Sembawang Drive, #01-07 Sun Plaza, Singapore",1.4482748,103.8195636,"bakery, point_of_interest, food, store, establishment",2,757713,A,Yes,No,No
8096,Dough Culture,"30 Sembawang Drive, #B1-34 Sun Plaza",1.4480888,103.8197594,"bakery, point_of_interest, food, store, establishment",1,757713,B,No,No,Yes
8097,Bakeinc,"30 Sembawang Drive, #01-13 Sun Plaza, Singapore",1.4482678,103.8196887,"bakery, point_of_interest, food, store, establishment",3,757713,A,No,Yes,No
8098,Four Leaves,"30 Sembawang Drive, B1-30 Sun Plaza, Singapore",1.4482678,103.8196887,"bakery, point_of_interest, food, store, establishment",1,757713,B,Yes,Yes,No
8099,Homemadeziq,Admiralty Drive,1.4506213,103.8171115,"bakery, point_of_interest, food, store, establishment",3,750475,A,No,Yes,No
8100,Wang lumver,"30 Sembawang Drive, Singapore",1.448386,103.819749,"bakery, point_of_interest, food, store, establishment",1,757713,A,Yes,Yes,Yes
8101,Moji Bakery,"11 Canberra Road, #01-03, Sembawang MRT Station, Singapore",1.4490229,103.8198723,"bakery, store, food, point_of_interest, establishment",4,759775,B,Yes,Yes,No
8102,Waffle store,"478 Sembawang Drive, Singapore",1.4524782,103.8165629,"bakery, store, food, point_of_interest, establishment",1,750478,B,Yes,No,Yes
8103,Muffin Homme,"21 Canberra Link, #01-48 Bukit Canberra Hawker Centre",1.4489743,103.8228369,"bakery, store, food, point_of_interest, establishment",3,Unknown,C,No,Yes,No
8104,Al-Habib Fusion Bakery,"115 Canberra Walk, Singapore",1.4461472,103.8286999,"bakery, food, point_of_interest, store, establishment",1,750115,A,No,No,Yes
8105,Dough Culture,"133 Canberra View, #01-18A Canberra Plaza",1.443306,103.8305883,"bakery, food, point_of_interest, store, establishment",1,753120,A,Yes,No,No
8106,Juz Bread Express,"120 Canberra Crescent, #01-02, Singapore",1.4453438,103.8311679,"bakery, food, point_of_interest, store, establishment",2,750120,C,No,Yes,No
8107,HridoyIslam,"Taman Air Biru, Pasir Gudang",1.454026,103.9167788,"bakery, store, food, point_of_interest, establishment",2,81700,C,No,No,No
8108,mamaecah kitchen,"B4 BLOK 11, FLAT LPJ, Taman Air Biru, Pasir Gudang",1.454026,103.9167788,"bakery, store, food, point_of_interest, establishment",2,81700,B,No,No,No
8109,Sakura Bakery & Cakes,"22, Jalan 9/12, Taman Air Biru, Kawasan Perindustrian Pasir Gudang, Pasir Gudang",1.4571835,103.9151958,"bakery, store, food, point_of_interest, establishment",4,81700,C,No,Yes,No
8110,MAMASAB PASIR GUDANG SHAKINAH AS SAAD,"40, Jalan Lampam 25, Taman Tanjung Puteri Resort, Pasir Gudang",1.4525639,103.9323361,"bakery, store, food, point_of_interest, establishment",3,81700,C,No,Yes,Yes
8111,JO BAKERY,"Jalan Tanjong Puteri, Taman Tanjung Puteri Resort, Pasir Gudang",1.4480369,103.9388643,"bakery, point_of_interest, food, store, establishment",4,81700,B,No,No,No
8112,Rumahbakery,"24, Jalan Lampam 18, Taman Tanjung Puteri, Pasir Gudang",1.4543768,103.93199,"bakery, point_of_interest, food, store, establishment",3,81700,A,No,No,Yes
8113,Catering Solutions,"96 Tuas South Boulevard, #01-41, Singapore",1.2447553,103.6141805,"meal_takeaway, restaurant, store, food, point_of_interest, establishment",1,637055,B,No,Yes,Yes
8114,Old Chang Kee,"50 Beach View Road, #01-K7 Beach Station, Singapore",1.251746,103.81854,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,098604,B,Yes,Yes,No
8115,Kebab Bhai,"1 Maritime Square, #01-84D, Singapore",1.2642175,103.8203582,"meal_takeaway, restaurant, point_of_interest, food, establishment",3,099253,B,Yes,No,Yes
8116,Old Chang Kee,"1 Maritime Square, #02-20B Singapore Cruise Centre",1.2642175,103.8203582,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,099253,B,No,No,No
8117,Marché VivoCity,"1 HarbourFront Walk, #03 - 14 VivoCity",1.2644513,103.8213732,"restaurant, meal_takeaway, food, point_of_interest, establishment",2,098585,A,No,No,Yes
8118,Old Chang Kee,"1 HarbourFront Walk, #B2-K15 VivoCity, Singapore",1.264859,103.8226244,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,098585,B,No,No,No
8119,KFC,"1 Maritime Square, #02-83/84 HarbourFront Centre",1.2652128,103.8199861,"meal_takeaway, restaurant, food, point_of_interest, establishment",2,098633,B,Yes,No,Yes
8120,Frozen Heart Fried Gelato (VivoCity),"1 HarbourFront Walk, B2-K20 VivoCity",1.2643589,103.8223196,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",3,098585,B,Yes,Yes,Yes
8121,Potato Corner @ HarbourFront,"1 HarbourFront Walk, #B2-K16 VivoCity, Singapore",1.2644794,103.8222866,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,098585,C,Yes,Yes,No
8122,Guzman y Gomez - VivoCity,"1 HarbourFront Walk, B2-33A/B Vivocity",1.2646722,103.8218475,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",1,098585,A,Yes,No,Yes
8123,"WOK HEY VivoCity, Harbourfront","1 HarbourFront Walk, B2-K23 VivoCity, Singapore",1.2647136,103.8224228,"meal_takeaway, restaurant, food, point_of_interest, establishment",3,098585,A,Yes,Yes,No
8124,Panda Chan Snack,"1 HarbourFront Walk, B2-04 VivoCity, Singapore",1.2648839,103.8219803,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,098585,B,No,Yes,No
8125,Stuff'd,"HarbourFront Walk, 1, B2-K17 VivoCity",1.264996,103.820846,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,069538,C,No,No,Yes
8126,Mr.Onigiri,"1 HarbourFront Walk, B2-23D VivoCity",1.264757,103.8228604,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,098585,C,No,No,Yes
8127,Seeds of Joy @ Vivo City,"1 HarbourFront Walk, #01-23 FairPrice Xtra",1.2647884,103.822894,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,098585,C,No,Yes,No
8128,Hong Kong Egglet,"1 HarbourFront Walk, B2-K17, Singapore",1.2649368,103.8224463,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,098585,B,No,Yes,Yes
8129,SolePomodoro Trattoria Pizzeria,"31 Ocean Way, #01-14 Quayside Isle, Sentosa Cove",1.2467086,103.8421109,"meal_delivery, meal_takeaway, bar, restaurant, point_of_interest, food, establishment",3,098367,B,No,No,Yes
8130,Mykonos On The Bay,"31 Ocean Way, #01-10 Quayside Isle, Sentosa Cove",1.247028,103.8422206,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",4,098375,A,Yes,Yes,No
8131,Old Chang Kee,"460 Alexandra Road, #02 - 36 Alexandra Retail Centre (ARC)",1.2734473,103.8015782,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,119963,C,No,No,Yes
8132,Stuff'd,"460 Alexandra Road, #01-11 Alexandra Retail Centre (ARC)",1.2737908,103.8014282,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,119963,B,Yes,Yes,No
8133,umisushi Alexandra Retail Centre,"460 Alexandra Road, #01-22 mTower",1.2741227,103.8013945,"meal_takeaway, restaurant, food, point_of_interest, establishment",2,119963,C,No,Yes,No
8134,Sum Kee Food (Telok Blangah),"2 Telok Blangah Street 31, Singapore",1.2724179,103.8063851,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,108942,A,Yes,Yes,Yes
8135,Domino's Pizza,"46 Telok Blangah Drive, #01-81 Blangah Court",1.2717711,103.8098778,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,100046,A,Yes,No,Yes
8136,Indian Taste Hunter,"79 Telok Blangah Drive, #01-27, Singapore",1.273355,103.8076745,"meal_takeaway, restaurant, food, point_of_interest, establishment",2,100079,B,No,No,No
8137,Guzman y Gomez - Mapletree Business City,"02-35, 40, Pasir Panjang Road, Mapletree Business City",1.2754187,103.8002978,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,117372,C,Yes,Yes,Yes
8138,Khansama @ Pasir Panjang,"40 Pasir Panjang Road, #02-40 Food Park, Mapletree Business City II",1.2756422,103.7995973,"bar, meal_takeaway, restaurant, food, point_of_interest, store, establishment",2,117383,A,Yes,No,No
8139,Sip N' Lick,"Bukit Purmei Road, #01 #01-137",1.2739159,103.8253528,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,090109,A,Yes,Yes,No
8140,Sakunthala's Restaurant - SAFRA Mount Faber,"2 Telok Blangah Way #01-07 SAFRA, Mount Faber",1.2771481,103.8175278,"meal_delivery, meal_takeaway, restaurant, store, food, point_of_interest, establishment",2,098803,B,No,No,Yes
8141,Outram Matcha,11 Cantonment Close,1.2744356,103.8396858,"meal_takeaway, restaurant, food, point_of_interest, establishment",3,080011,A,Yes,No,Yes
8142,Domino's Pizza Kampong Bahru,53 Kampong Bahru Road,1.2766758,103.836129,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,169364,C,Yes,Yes,Yes
8143,Guzman y Gomez - Guoco Tower,"7 Wallich Street, #B2 - 14, Centre",1.2768779,103.8452957,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,Unknown,A,No,No,No
8144,Kuro Maguro Sushi and Dining,"7 Wallich Street, #01 - 04",1.2768041,103.8458822,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3,079903,B,Yes,Yes,No
8145,The Hot Kitchen By Gastrolicious,"79 Anson Road, #01-03, Singapore",1.274011,103.8457406,"bar, meal_takeaway, restaurant, food, point_of_interest, establishment",2,Unknown,A,No,Yes,Yes
8146,Best Employee Fried chicken,"16 Enggor Street, #01-01/01 ICON VILLAGE",1.2745196,103.8443043,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,079717,C,Yes,No,Yes
8147,Express Salad,"1 Gopeng Street, #01-01",1.2760377,103.8437778,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,078862,A,No,No,No
8148,bag me up Bagel House,"2 Everton Park, #01-59B",1.277432,103.8393674,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,081002,B,Yes,Yes,No
8149,Jing Ying Corner,"120 Maxwell Road, B1-15A, Singapore",1.2767709,103.8451658,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,078879,C,No,No,No
8150,L'Arte Pizza & Focaccia,"5 Wallich Street, #01 - 14",1.2765942,103.8462376,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,078883,C,No,No,Yes
8151,旺爐 City Hot Pot @ Tanjong Pagar,"7 Wallich Street, B1 - 04 / 05 Guoco Tower",1.2769449,103.8453569,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,Unknown,A,Yes,Yes,No
8152,Old Tea Hut (Guoco Tower),"7 Wallich Street, #B1-11 Guoco Tower",1.2770512,103.8455475,"meal_takeaway, restaurant, food, point_of_interest, store, establishment",1,078882,A,No,No,No
8153,Kwaasong Bakehouse (Guoco),"7 Wallich Street, #B2-K1, Singapore 078884",1.2769757,103.8459198,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,Unknown,C,No,Yes,Yes
8154,Akasa | North Indian Restaurant and Bar,"79 Robinson Road, #01-03 CapitaSky",1.2771267,103.8479306,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",1,068897,C,Yes,Yes,No
8155,Saikyo Pasta,5A Shenton Way,1.2772858,103.8491814,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",3,068808,B,No,No,No
8156,Variety nugget,,1.279821,103.6401659,"meal_takeaway, restaurant, point_of_interest, food, establishment",3,637302,B,Yes,No,Yes
8157,Old Chang Kee,"166 Bukit Merah Central, #02-3531 Bukit Merah, Singapore",1.2828846,103.8174706,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,150166,A,Yes,No,Yes
8158,KFC Bukit Merah,"162 Bukit Merah Central, #01-3555 Town Centre",1.2839759,103.8171325,"meal_takeaway, restaurant, point_of_interest, food, establishment",2,150162,C,Yes,Yes,Yes
8159,Domino's Pizza,"161 Bukit Merah Central, #01-3725",1.283744,103.8160184,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",2,150161,C,Yes,No,Yes
8160,Pizza Hut Delivery - Bukit Merah,"Block 162 Bukit Merah Central, #01-3555",1.2839844,103.8170368,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, store, establishment",2,150162,B,No,Yes,Yes
8161,Brinda's,"162 Bukit Merah Central, #01-3533, Singapore",1.2839107,103.817813,"meal_takeaway, restaurant, point_of_interest, food, establishment",2,Unknown,A,No,Yes,Yes
8162,Hoo Kee Bak Chang (和記）,"161 Bukit Merah Central, 01-3735",1.2834413,103.8158967,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,150119,A,No,No,Yes
8163,J-Wok - Bukit Merah Central,"166 Bukit Merah Central, #01-3527B",1.2834451,103.8178673,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,150166,A,No,Yes,No
8164,Creamie Sippies,"7 Jalan Bukit Merah, #01-4432",1.2874633,103.8080322,"meal_takeaway, restaurant, food, point_of_interest, store, establishment",3,150007,C,No,Yes,Yes
8165,Old Chang Kee,"302 Tiong Bahru Road, #B1-119, Tiong Bahru Plaza, Singapore",1.2865002,103.8269527,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,168731,A,Yes,No,No
8166,Casa Cicheti,"78 Guan Chuan Street, #01-41",1.2834142,103.8310619,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,160078,C,Yes,No,No
8167,TRIPLETS by Bakery Cuisine (SGH Blk 4),"Block 4, Level 1, Singapore General Hospital, Outram Road",1.2794907,103.8352515,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,169854,C,No,No,No
8168,Dabba Street@Tiong Bahru Plaza,"302 Tiong Bahru Road, B1-K06",1.2864763,103.8271508,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,168731,A,Yes,No,No
8169,D'Penyetz Express Tiong Bahru Plaza,"Tiong Bahru Road, B1-111 302, Singapore",1.2864763,103.8271508,"meal_takeaway, restaurant, food, point_of_interest, establishment",4,168731,A,No,Yes,No
8170,Kko Kko Na Ra 꼬꼬나라 (Hansik Dining Collective),"33 Tras Street, #02-01, Singapore",1.278454,103.8446269,"meal_takeaway, grocery_or_supermarket, meal_delivery, store, restaurant, food, point_of_interest, establishment",3,078973,B,No,No,No
8171,Lucha Loco - Mexican Cocina Y Mezcaleria,15 Duxton Hill,1.278802,103.8427282,"meal_takeaway, meal_delivery, bar, restaurant, food, point_of_interest, establishment",2,089598,A,Yes,No,Yes
8172,Bull Market Noodle Bar ( Singapore Scotts Road Famous Beef Noodle) ),43 Craig Road,1.2781083,103.8420323,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4,089681,B,Yes,Yes,Yes
8173,Raku Raku Japanese Dining Duxton,30 Duxton Road,1.2791617,103.8433865,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",2,089494,A,No,Yes,Yes
8174,Pizza Hut Delivery - Kreta Ayer,29 Kreta Ayer Road,1.280684,103.8422539,"meal_takeaway, meal_delivery, store, restaurant, food, point_of_interest, establishment",2,088996,C,No,Yes,Yes
8175,KFC Tiong Bahru Plaza,"302 Tiong Bahru Road, B1 - 133 134, Plaza",1.2866391,103.8274452,"meal_takeaway, restaurant, food, point_of_interest, establishment",2,168732,C,No,Yes,No
8176,Trattoria Nonna Lina,61 Cantonment Road,1.2785123,103.8404389,"meal_takeaway, grocery_or_supermarket, meal_delivery, store, restaurant, food, point_of_interest, establishment",1,089757,C,Yes,No,Yes
8177,Hong Lim Curry Puff @ 120 Neil Road,120 Neil Road,1.2790213,103.8417185,"meal_takeaway, restaurant, food, point_of_interest, establishment",2,088855,C,No,Yes,No
8178,SMAC BBQ (Tanjong Pagar) 木炭串烧（丹戎巴葛）,78 Neil Road,1.2798371,103.8423287,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,088841,C,Yes,Yes,Yes
8179,Stuff'd,"Tiong Bahru Plaza, #B1-K8, 302 Tiong Bahru Road, Singapore",1.2866354,103.8269296,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,168732,C,No,Yes,No
8180,NangLen Thai Restaurant Bar | Tanjong Pagar | Tom Yum Mama | Best Thai in Singapore,20 Tanjong Pagar Road,1.2798798,103.8438153,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,088443,B,No,Yes,No
8181,Tat Tea,"5 Banda Street, #03-56",1.2812721,103.843385,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,050005,A,No,No,No
8182,Mouth Restaurant - 地茂馆,"38 Maxwell Road, #01-01/02 Airview Building, Air View Building",1.2790836,103.8451038,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,069113,C,No,Yes,No
8183,Dosirak,"6A Shenton Way, #01-44 OUE Downtown Gallery",1.2782495,103.8491222,"meal_delivery, grocery_or_supermarket, meal_takeaway, restaurant, point_of_interest, food, store, establishment",1,068809,A,Yes,Yes,No
8184,Straits Chinese Nonya Restaurant 土生坊正宗娘惹餐馆 (1953),"133 Cecil Street, #B1-01 Keck Seng Tower",1.2802561,103.8489721,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",2,069535,C,Yes,Yes,Yes
8185,Corner Bar L'Operetta,"7 Boon Tat Street, Singapore",1.2814788,103.8481285,"meal_delivery, meal_takeaway, bar, restaurant, point_of_interest, food, store, establishment",2,069614,B,No,No,Yes
8186,Bao Makers,"135 Amoy Street, #01-03",1.2833074,103.8483624,"meal_takeaway, restaurant, point_of_interest, food, establishment",2,049964,C,No,Yes,Yes
8187,RiceBox Cafe,"China Street, Singapore",1.2836197,103.8479386,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,049560,A,No,Yes,Yes
8188,Frute,"3 and 4 Amoy Street, #01-01, Far East Square",1.2832485,103.8486094,"meal_takeaway, restaurant, point_of_interest, food, establishment",2,049948,C,No,No,Yes
8189,KFC ChinaTown Point,"133 New Bridge Road, #01-35 Chinatown Point, Singapore",1.2853956,103.8452263,"meal_takeaway, restaurant, point_of_interest, food, establishment",2,059413,A,No,No,Yes
8190,Pizza Hut Delivery - Havelock II,"2 Havelock Road, #B1-12",1.2870436,103.8453289,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, store, establishment",2,Unknown,B,No,Yes,No
